lan,text
kr,새로운 의술에 대해 증가하는 관심
kr,아주 소량의 다이옥신이 치명적인 피해를 일으킬 수 있다.
kr,"2001년 9월 11일, 뉴욕의 세계무역센터 건물이 테러리스트들의 공격을 받았을 때 전세계는 경악했다."
kr,이스터 섬의 석상들은 너무 거대해서 어떤 사람들은 그것들이 고도의 기술을 사용하는 외계인들에 의해 조각되었다고 주장한다.
kr,"자동차 초창기에, 많은 사람들은 그것을 대단하게 생각하지 않았다."
kr,다른 광고들은 세차에 필요한 세제들을 보여준다.
kr,여성들에게 자신들을 입증해 보일 기회가 주어지지 않았기 때문에 얼마나 많은 재능이 낭비되었는 가를 신만은 알고 계신다.
kr,이러한 기구가 오래 전에 발명되었다는 것을 알고 있었는가?
kr,"소년이 대답했다, ""고맙다, 얘야."
kr,먼지에는 세균이 가득 차 있지만 그것은 너무 작아서 현미경 없이 볼 수 없다.
kr,먼저 다이옥신은 화학공장이나 굴뚝 근처에서 자라는 식물 속으로 들어간다.
kr,"캔들러는 그 음료를 판매하는 방법 - 사람들에게 코카콜라 달력과 시계, 쿠폰을 주는 것과 같은 - 에 대한 아이디어가 많았다."
kr,"인명의 손실을 제외하고서라도, 전쟁의 가장 큰 비극중의 하나는 사람의 창조물 다시말하면 예술품의 손실이다."
kr,오늘날에는 사람들의 턱 안에 사랑니를 위한 공간이 없다
kr,"반면에, 양을 셌던 사람들은 일반적인 경우보다 잠드는 데 시간이 약간 더 걸렸다."
kr,그러자 남편은 “나라면 걱정하지 않겠소.
kr,"당신이 행복하지 않을 때, 한 권의 책은 행복한 삶을 위한 기회를 줄 수 있다."
kr,"어린이들의 정신에는 전보다 더 많은 정보가 들어있지만, 더 많은 정보가 과연 그들에게 좋은 것인가?"
kr,보이코트는 시작된 지 382일이 지나 끝이 났다.
kr,마침내 그 새를 잡아서 새장 안에 넣었다.
kr,같은 방식으로 말함으로써만 말하기를 배울 수 있다.
kr,"한 어린이가 ""제 꿈은 아주 좋은 학교에 들어가는 것입니다.""라고 대답했다."
kr,미국의 이상은 단지 꿈에 불과하게 될것이다.
kr,인도 정부는 컴퓨터 사용에 있어서 근로자들을 훈련시키는 온갖 종류의 프로그램을 제공하고 있다.
kr,"종종 안경테는 진짜 금으로 만들어졌고, 렌즈는 특수한 수정으로 만들어졌다."
kr,그들 중의 한 사람이 등산장화를 벗고 그녀의 가방에서 꺼낸 러닝화 한 켤레를 신기 시작했다.
kr,그는 자기 이름도 남기지 않고 떠났다.
kr,내 아내와 나는 집안 일을 같이 한다.
kr,"주제는 그다지 중요하지 않을 수 있지만, 가벼운 대화 그 자체는 중요하다."
kr,그들의 어머니는 거기에 가지 않을 것이다.
kr,"그는 그 선수에게 ""다시 한번 더 규칙을 어긴다면, 퇴장당할 것이다""라고 경고하였다."
kr,"“난 언젠가 여기에서 공학을 공부할꺼야.""라고 마음속으로 생각했다."
kr,그러나 부모님께서 허락하시지 않을 것을 알고 있었죠. 그래서 저는 그분들께 제 생각을 천천히 말씀드려야 했어요.
kr,스포츠는 우리가 다른 나라 국민들을 이해하고 세계의 평화를 유지할 때 도움을 준다.
kr,이런 종류의 음식은 지식이다.
kr,"또한 숙박과 식사, 그리고 물론 가격에 대해서도 알고 싶습니다."
kr,"수미의 친구, 톰은 내일 미국에서 한국으로 올 것이다."
kr,이것은 세계의 다른 지역에서의 삶이 어떤지 알아내는 훌륭한 방법이다.
kr,라마단은 이슬람교의 음력 9번째 달이다.
kr,그것들은 2개의 좋은 사진기였다.
kr,사람들도 예외는 아니다.
kr,"다시 말해서, 누구의 손가락이 리모콘 버튼 위에 있는가?"
kr,"1950년과 1990년 사이에, 물 사용량은 유럽에서는 거의 500% 가량, 아프리카에서는 300%, 북아메리카와 남아메리카에서는 100% 이상 증가했다."
kr,그래서 고용주들이 근로자의 수행능력을 판단할 때 언제나 팀워크를 고려한다.
kr,"또 사투리로 느리게 말했어요.""라고 말했다."
kr,우리가 이런 방법으로 동물을 이용할 권리가 있는가?
kr,또한 그들은 지켜보는 사람 없이도 일을 하도록 스스로 동기부여를 할 수 있어야만 한다.
kr,"어떤 부자가 목사에게 물었다. ""왜 사람들은 내가 죽으면 내가 가진 모든 것을 교회에 남길 거라는 것을 알면서도 나를 보고 인색하다고 하는 걸까요?"""
kr,"소나 닭, 또는 돼지가 이런 식물들을 먹으면 그것들도 영향을 받는다."
kr,1920년 가을에 어떤 사람이 그 소녀를 발견했다.
kr,"그들은 돈, 권력, 지위등과 같은 외적인 것들에 따라 자신들을 규정짓고 이런 것들을 그들에게 가져다줄 과목들을 선택한다."
kr,"세계의 어떤 지역에서는 옛 관습과 편견이 여전히 지배하고 있고, 여성들은 여전히 2류로 간주된다."
kr,그것은 하늘 높이 솟아 있었다.
kr,북극의 바다얼음이 평소보다 더 이른 봄에 녹고있기 때문에 북극곰들이 위험에 처해 있다.
kr,여성은 세계인구의 절반을 차지하지만 총 근로시간의 거의 66%을 여성이 일하고 있다.
kr,그들은 조용히 있거나 화제를 바꿈으로써 ‘아니오’라고 말하는 것을 피한다.
kr,"모든 새로운 유행을 따르는 것 대신에, 사람들은 그들 자신의 관심과 취향에 맞는 걸 선택하는 법을 배워야 할 것이다."
kr,그것은 사고가 많이 일어나는 이유이다.
kr,그들 중 창가에 앉아 있던 한 사람이 말했다.
kr,낮에 볼 수 없는 것은 달과 다른 별들이다.
kr,5분 후에 그렇게 할게요.
kr,"프랑스 군인들은 그 그림을 발견한 뒤 할퀴고, 돌을 던졌다."
kr,다른 사람들은 자동차가 너무 소음이 심하고 위험하다고 생각했다.
kr,그 소녀는 단지 늑대처럼 울부짖을 수 있을 뿐이었다.
kr,그들은 일을 소홀히 하고 건강이 나빠진다.
kr,"훗날, 프랑스 남자들의 신발은 정상적인 높이로 돌아왔지만 여성들은 계속 하이힐을 신었다."
kr,"그들은 나무를 땅에서 바로 뽑아낼 힘을 가지고 있지만, 결코 그것을 끊지 않는다! 그들의 '신념 체계'가 줄이 그들을 묶어두고 있다고 알려주는 것이다."
kr,"“봐, 저기 아래에 있는 사람들이 굉장히 작아, 개미처럼 보여."""
kr,몇 주 후에는 사람들이 더 이상 슬퍼 보이지 않을 것이다.
kr,세 명의 남자가 공원 벤치에 앉아있었다.
kr,런던의 어떤 의사들은 매일 약간씩의 유머가 우울증에 좋은 약이 될 수 있다고 말한다.
kr,나를 위해서 슈퍼마켓 가 주겠니?
kr,내일 나는 낚시를 갈 예정이야.
kr,그들은 어떻게 알까?
kr,그 공원은 한강 옆에 있다.
kr,"다른 사람들은 푸른색, 회색 또는 녹색 눈동자를 갖고 있을 수도 있다."
kr,"그 여자가 방금 달려가서 우리가 골랐던 나무를 낚아챘거든."" 하고 대답했다."
kr,"잘못된 정책, 지나친 물 사용, 그리고 오염이 세계의 물 공급을 위협하고 있다."
kr,그것들은 미쳤단 말인가?
kr,"“내가 걱정해야만 하는 것은 오직 너보다 빨리 달리는 것이야."""
kr,우리 가족은 공원에 있다.
kr,"얼마 안 있어 그 주스는 사람들을 기분 좋게 해주는 음료로 변할 것이오.""라고 대답했다."
kr,많은 사람들이 여기에서 일요일 오후를 즐기고 있다.
kr,'사람들은 네가 매일 그들에게 우유와 크림을 주니까 널 후하다고 생각하지.
kr,그녀는 머리 위에 우산을 들고 있다.
kr,스위프트는 그녀의 선물을 기꺼이 받았지만 그 소년에게는 선물을 가져다 준 대가로 아무 것도 준 적이 없었다.
kr,서로 다른 사람들은 서로 다른 대답을 할 것입니다.
kr,그들은 질문에 직접적인 대답을 하고 그에 관해 계속 이야기한다.
kr,"“난 곰을 생각하고 있는 게 아니야."" 다른 도보여행자가 대답했다."
kr,문화충격에는 네 단계가 있다.
kr,그러나 가장 인기 있는 헤어스타일을 했던 스타는 잉글랜드의 주장 데이비드 베컴이었다.
kr,영국인들은 아침식사로 생선을 먹지만 미국인들은 핫케이크와 차가운 시리얼을 좋아한다.
kr,"""예, 알겠습니다!""라고 대답하고, 그는 재빨리 노를 저어가기 시작했다."
kr,그 남자는 은행을 나오면서 말했다.
kr,"예를 들어, ""남자""는 ""사람""으로 바뀔 것이고, ""형제들""은 ""형제자매들""이 될 것이다."
kr,이런 이유로 많은 사업체에서는 자신들의 제품을 팔기 위해 좋은 냄새를 사용한다.
kr,"13세가 되면, 대부분의 사람들은 두 세트의 어금니를 포함해서 28개의 치아를 갖는다."
kr,"교통 신호등은 어떤 언어도 사용하지 않지만, 모든 이들이 그 의미를 이해한다."
kr,수질 오염은 특히 깨끗한 물이 없이 살고 있는 10억 인구에게 또 하나의 심각한 문제이다.
kr,알다시피 그 날은 한국의 큰 명절이야.
kr,통증을 멈추기 위해 당신의 몸에 바늘을 꽂는 것을 상상해 보라.
kr,"또한 그들은 식사중에는 즐거운 주제에 대해서만 이야기하고, 절대로 슬픈 경험을 대화로 끌어들여서는 안 되는 것으로 여긴다."
kr,“나는 그를 위해 일을 하고 있었죠.
kr,"세상은 점점 더 현실적으로 되어가고 있고, 만약에 현재와 미래 세대의 어린이들이 그들의 상상력을 개발하지 않는다면, 우리의 세상은 로봇들로 가득 차게 될 것이다."
kr,"""어떻게 지내십니까?"" 도시에 사는 사람이 물었다."
kr,"물론, 그 주된 장점은 근로자들이 사무실로 매일 출퇴근할 필요가 없으므로 시간과 비용을 절약할 수 있다는 것이다."
kr,고등학교 때 다리를 다쳤기 때문에 그의 삶은 바뀌었다.
kr,사랑니가 날 때 사람들은 고통을 거의 느끼지 않는다.
kr,우리는 영화를 보러갈 수도 있고 쇼핑하러 갈 수도 있다.
kr,1865년 어느날 밤에 그는 이상한 꿈을 꾸었다.
kr,"개, 고양이, 소, 말, 기린, 원숭이와 같은 포유류가 자는 동안 그들을 유심히 관찰함으로써, 과학자들은 그들 모두가 꿈을 꾸는 신호를 보인다는 사실을 발견하였다."
kr,우리는 또한 야구 경기장에서도 쿠키들을 팔 것이다.
kr,"여학생 한 명이 조용히 일어나서 말했다. ""교장 선생님, 언제 저희 선생님을 돌려보내 주실 건가요?"""
kr,잠잘 곳과 모든 식사를 제공할 것입니다.
kr,킹 목사는 그 기간 동안 열심히 활동했다.
kr,"난 아이들을 내쫓고 싶지 않습니다.""라고 말했다."
kr,그들은 언젠가 의사와 과학자들이 그들의 영웅을 부활시킬 방법을 찾기를 희망한다.
kr,"그리고 나서 그는 양, 사자, 돼지, 원숭이의 피를 꺼내어 땅에 그것을 쏟아 부었다."
kr,외계의 지능체가 발견되면 종교계는 혼란에 빠질런지 모른다.
kr,일식당에서는 생선 비린내를 제거하기 위해 오렌지향이나 레몬향을 이용한다.
kr,심지어 내 발이 절여지기도 해!
kr,이러한 감정은 너무나 강해서 많은 아이들이 뚱뚱한 것을 불구가 된 것 만큼이나 나쁘게 생각한다.
kr,그리고 18세 또는 그 이후에 세 번째 쌍의 어금니가 나오기 시작한다.
kr,큰길은 말들만을 위한 길이었다.
kr,오늘날 많은 사람들이 인터넷에 자유롭게 접속할 수 있다. 그래서 그들은 언제나 그들이 원하는 어떤 사회적 혹은 정치적 사건에라도 참여할 수 있다.
kr,"뿐만 아니라 만일 당신이 최근에 일자리를 바꾸었거나 이사를 했다면, 그렇지 않았을 때보다 병에 걸리기가 더 쉽다."
kr,그리고 나서 교장 선생님은 교실로 돌아와 학생들에게 조용히 하라고 말했다.
kr,"잠에서 깨었을 때, 당신은 찾고 있던 바로 그 해결책을 찾을 수 있을지도 모른다."
kr,다이옥신은 또한 생물의 종이 행동하는 방식을 변화시킬 수도 있다.
kr,그리고 인간들이 이 동물들을 먹으면 다이옥신은 인간의 몸으로 들어온다.
kr,자전거는 운행하는 데에 휘발유가 필요 없다.
kr,인호는 7시 30분에 아침을 먹었고 8시 15분에 학교를 향해 출발했다. 그는 8시 40분에 학교에 도착했다.
kr,"다시 말해, 그들은 영어를 빨리 배우는 법을 제공하는 이러한 주술사들을 조심해야 한다."
kr,나는 그 새가 가엾게 느껴졌다.
kr,세계 여러 지역의 의사들이 수술 중에 침술이 사용되는 것을 보기 위해 중국으로 갔다.
kr,정말로 사이버 테러는 이 세상에 알려진 그 어떤 종류의 테러보다 결국 더 끔찍할 수 있다.
kr,예를 들어 집에서 모뎀으로 사무실과 연결된 컴퓨터 앞에 앉아있는 것이 모든 사람에게 적합한 것은 아니다.
kr,그는 과거의 용수원에 대해서도 거의 기대하지 않는다.
kr,그들은 겨울 내내 잠을 자지는 않는다.
kr,통증이 생기는 이유는 오늘날 인간의 머리가 수천 년 전과 비교했을 때 다르게 생겼기 때문이다.
kr,그는 새로운 도전 거리들을 찾고 새로운 것들을 배우려고 노력한다.
kr,일단 다이옥신이 인체에 들어오면 몸밖으로 나가지 않는다.
kr,그래서 그의 아버지는 그에게 서점에 가서 몇 권의 책을 사오라고 하셨다.
kr,"다른 말로 하면 여러분은 불어, 독일어, 영어를 말하는 민족들을 잘 이해할 수 있다."
kr,전국적으로 여성들은 더 이상 일을 하거나 교육을 받을 수 없게 되었다.
kr,그 결과 사람들은 금새 그 유행에 대한 흥미를 잃었다.
kr,두 나라 모두 가장 중요한 종교는 카톨릭이다.
kr,각 후보자들은 자신들의 이미지 전문가들의 충고에 따라 유권자들에게 자신이 그 직책에 가장 적합한 사람임을 확신시키고자 노력한다.
kr,처음에 우리는 많은 공장들을 보았다.
kr,기독교인들은 그리스도가 죽은자 가운데서 부활한 것을 축하한다.
kr,그 결과 그들은 기나긴 여름을 보내는 데 필요한 지방의 양이 더 적어진다.
kr,오늘밤 저녁 식사로 스파게티를 만들고 싶구나.
kr,그곳은 서울에서 차로 30분 거리이다.
kr,"다음엔 무엇을 하실 건가요?"""
kr,다른 이들도 전보다 우울증을 덜 보였다.
kr,어느 날 흑인인 로사 팍스 부인이 다른 세 명의 흑인들과 함께 시내버스에 탔다.
kr,"우리는 공원으로 산책을 가고, 일요일 오후에는 늘 소풍을 갈 것이다."
kr,신 국제 성경은 곧 성차별을 피하기 위해 갱신될 것이다.
kr,더 큰 문제는 사람들이 너무 많은 물을 낭비한다는 것이다.
kr,"실제로, 아마존 열대 우림 전역을 매년 겨우 3백만불에 감시할 수 있다."
kr,베어는 3시45분과 8시5분에 상영될 것입니다.
kr,미국에서는 오렌지 쥬스가 가장 인기 있는 냉 음료 중 하나이다.
kr,남편과 나는 종종 의사소통에 문제가 있었다.
kr,"당신은 어떤 신념을 집어던져 버리고, 새로운 신념을 선택할 자유를 갖고 있다."
kr,돈이 부족하세요?
kr,빠른 답장을 기대합니다.
kr,그래서 나는 새장을 열었고 새는 멀리 날아가 버렸다.
kr,상영시간은 죠스는 2시 30분과 7시입니다.
kr,그는 나라를 위해 목숨을 바쳤다.
kr,"그들은 지방 신문에 광고하기 시작했고, 코카콜라 간판을 내걸었다."
kr,"신사 또는 숙녀분께, 그곳의 여름 청소년 캠프에 아직도 빈 자리가 있는지 알아보기 위해 편지를 씁니다."
kr,그의 코는 계속해서 움직였다.
kr,그는 탁자 위에 단지를 하나 놓고 그것을 돌덩이로 가득 채웠다.
kr,그러한 사회에는 개성을 위한 여지가 없다.
kr,그러나 언제나 남자다워야 한다.
kr,김씨는 그를 잘 가르칠 방법을 알고 있다.
kr,셔츠는 10 달러이고 바지는 15 달러이다.
kr,어머니는 그들을 스케치하고 있다.
kr,아마도 레슬링 선수가 되었을 것이다!
kr,"대도시의 혼잡, 교통체증, 직업에서 오는 경쟁, 미래에 대한 불안, 그리고 우리생활에서의 커다란 변화가 스트레스를 야기한다."
kr,누구도 유행을 따르는 것이 나쁘다고 말할 수는 없다.
kr,끝으로 완성된 제품이 당신의 집까지 직접 배달될 것이다.
kr,물론 당신은 당신의 휴가를 아파서 누워지내고 싶지 않다.
kr,그는 그의 훌륭한 신발로 사람들에게 잘 알려지게 되었다.
kr,새로 방문한 사람으로서 모든 것들이 새롭고 흥미진진해 보인다.
kr,부활절은 세계가 다시 태어난 것을 의미한다.
kr,"그것은 옛 추억을 상기시키고, 그들이 오늘날의 학교를 더 잘 이해하도록 도와준다."
kr,그는 어떻게 해야만 할까?
kr,주위를 둘러보고 탐험하고자 하는 강한 욕구를 갖게 된다.
kr,할 수 없다는 걸 알 것이다.
kr,"당신이 아무리 부정적인 신념을 가지고 있더라도, 그것을 바꾸기로 마음먹을 수 있다."
kr,자전거를 타는 원숭이의 곡예가 무대에서 펼쳐지고 있다.
kr,그는 매일 열심히 일했다.
kr,어린이들은 이제 더 이상 신비하고 이상한 생물들로 가득 찬 놀라운 곳에 대해서는 꿈꾸지 않는가?
kr,나는 아무도 심하게 다치지 않아 기뻤다.
kr,그들은 톰이 아주 훌륭한 배우라고 말했다.
kr,"사실, 카메라가 가장 중요한 것이었다."
kr,내가 사형에 반대하는 주된 이유는 법이 실수를 하기가 매우 쉽기 때문이다.
kr,"많은 문화에서 사람들은 정오에 주식을 먹지만, 미국인들은 잘 차린 저녁을 좋아한다."
kr,그러나 그러한 꿈들은 대개 우연히 일어나는 것이 아니다.
kr,"예를 들어, 어떤 사람들은 가벼운 이야기를 하지 않는 사람을 친절하지 않다고 생각한다."
kr,두 번째 그룹은 양을 세는 것을 시도했다.
kr,자동차와 같은 새로운 발명품이 나을 때는 흔히 그것에 관한 법률을 통과시켜야 할 필요가 있다.
kr,그는 친구 제이콥의 약국에서 그 새로운 음료를 한 잔에 5센트 가격으로 판매했다.
kr,"세균이 우유에 들어가면, 우유가 신맛이 난다."
kr,어떤 식물들은 고약한 냄새를 발산함으로써 초식 동물들로부터 자신을 보호한다.
kr,"도시에 사는 한 사람이 시골길을 따라 걷다가, 나무 밑에 앉아 있는 나이 든 농부를 보았다."
kr,누구든 자신이 즐기는 직업을 갖고 있는 사람은 아주 운이 좋다고 생각해요.
kr,수미는 그를 서울에 있는 공항에서 만날 것이다.
kr,여행사에서 나는 코코넛 냄새는 우리에게 열대 지방의 해변으로 여행하는 것을 떠올리게 한다.
kr,그녀는 질문하기와 그림 그리기를 좋아한다.
kr,"예를 들어, 영화 '퍼팩트 스톰' 과 '진주만'의 무시무시한 파도를 만들어내는 데 사용된 똑같은 그래픽 기술이 군대에서도 군인들에게 가상현실 훈련을 제공하기 위해 사용된다."
kr,오직 수영을 해 봄으로써 수영을 배울 수 있다.
kr,"이제, 톰 크루즈는 배우는 것을 좋아한다."
kr,"여러분이 영어, 불어, 독일어를 정말로 잘 알고 있다는 것을 말해보자."
kr,이들 전문가들은 대다수의 유권자들이 좋아할 이미지를 만들어 낸다.
kr,김씨는 방금 학교에 들어간 한 어린 아들이 있다.
kr,그것은 특히 대화를 시작할 때 서로가 편하게 느끼도록 도와준다.
kr,나는 우리가 선택한 나무를 버리고 달려가서 그녀가 제쳐놓은 그 나무를 움켜쥐었다.
kr,많은 시간이 걸렸으며 마침내 그들은 38층에 도착했다.
kr,자신이 좀 더 편안해지는 것을 발견할 것이다.
kr,“그렇게 말하지 마.
kr,"""그것도 행운이네요."
kr,"그리고 나서 나는 근처의 한 여자가 들고 있는 나무를 보게 되었는데 “그것""은 그야말로 완벽한 나무였다."
kr,"이것이 잠자는 것을 더욱 어렵게 만들죠."" 연구자들 중 한 명이 말했다."
kr,그래서 우리는 음악처럼 스포츠도 국제적 언어라고 말할 수 있다.
kr,"그렇다면 내가 당신에게 특수 비료를 좀 주리다."""
kr,"당신이 만약 역사에 관심이 있다면, 역사에 대한 책을 읽어라."
kr,"사이버 세상에서의 익명성은 어떤 점에서는 분명 좋은 것이긴 하지만, 잘못 사용되면 매우 공격적이 될 수 있다."
kr,사운드 오브 뮤직은 5시에 상영될 것 입니다.
kr,이탈리아와 폴란드 모두에서 역사는 사람들에게 매우 중요하다.
kr,방금 꽃을 받았어.
kr,"한달 후에, 이 환자들의 일부는 완전히 치료되었다."
kr,"예를 들어, 한가지 방법은 학생들에게 의미를 이해할 때까지 테잎 하나를 반복해서 들을 것을 요구한다."
kr,사진을 찍는 것은 그의 직업이다.
kr,그들은 내일 아침 일찍 일어날 것이다.
kr,"그리고 나서 부모는 지미의 방으로 갔고, 그가 크게 소리내어 웃는 것을 보았다. ""와, 이걸 저금통으로 쓰면 되겠다."
kr,전국 각지에서 사람들이 그의 신발을 사러 몰려 왔다.
kr,"예를 들어, 대부분의 기독교인들은 예수가 이들 다른 행성에서도 살다가 죽었는지 걱정할 것이다."
kr,"매우 많은 식물들이 자신을 보호하는 가시나 바늘, 쐐기털을 가지고 있다."
kr,또한 기회비용은 그 날 동안 선택하지 않은 행위일 수도 있다.
kr,"""만일 그렇다면, 당신은 그들에게 당장 이곳을 떠나라고 말하는 것이 좋을 것이오!""라고 그 경찰관이 경고했다."
kr,"머지않아 사람들은 ""다이아몬드 러쉬""를 이루어 우주선을 그 별에 보내고 싶어할 것이다."
kr,이건 운일 리가 없어.
kr,이제 우리는 21세기를 위해 열심히 일하고 있다.
kr,"심리학자들에 의하면, 그것은 단순히 연속극과 스포츠 프로그램 사이에서 결정하는 것보다 훨씬 더 중대한 의미를 지닌다."
kr,그는 단어들의 뜻을 이해하는 데 어려움을 겪었다.
kr,"처음에는 ""단지 재미 삼아"" 요리를 배우고 싶다고 부모님께 말씀드렸어요."
kr,나는 그녀에게 언제 엄마가 떠나셨는지를 물었다.
kr,"교장 선생님은 더 이상 참을 수가 없어서, 문을 열고 불쑥 들어갔다."
kr,비만인 아이들은 종종 자부심이 부족하고 부정적인 자아상을 갖게 된다.
kr,그리고 또한 다른 많은 것들을 할 수 있습니다.
kr,나의 취미는 여행하는 것이다.
kr,그는 단정한 행동의 중요성에 대해 30분 동안 얘기했다.
kr,그리고 때때로 어떤 사람들은 검은 눈동자를 가지고 있다.
kr,"당신은 도시에서 사는 것을 좋아합니까, 시골에서 사는 것을 좋아합니까?"
kr,그것 역시 나쁜 습관이다.
kr,튼튼한 몸을 갖고 싶으면 모든 사람들은 음식을 잘 먹어야 할 필요가 있다.
kr,두 사람이 비행기 안에 앉아 있었다.
kr,어떤 광고들은 단지 바닥을 닦는 것에만 쓰는 세제들을 보여준다.
kr,그것은 대성공이었다.
kr,사랑니는 종종 전혀 안 나기도 한다.
kr,"그들은 그의 말에 귀를 기울였으며, 버스를 타지 않았다."
kr,"“배관공이 아침에 저의 집에 도착하자마자 출근하겠습니다."""
kr,"예를 들면, 그들은 전투기가 엉뚱한 지역을 폭격하게 할 수도 있고 원격 통신이 거의 불가능하게 만들 수도 있다."
kr,"세균이 우리 몸 속에 들어가면, 우린 병이 들게 된다."
kr,"""운이 좋으셨군요, 그렇죠?"""
kr,나는 새를 놓아 줘서 기쁘다.
kr,그것은 많은 유명한 사람들에게 효과가 있었다.
kr,종종 참는 것만이 문제를 해결하는 최선의 해결책이 아닌 경우가 있다.
kr,말하는 것을 배우기란 수영을 배우는 것과 같다.
kr,몇 명의 아이들이 우리들 가까이에 있다.
kr,"만일 그가 고등학교 때 다리를 다치지 않았다면, 아마 그는 배우가 되지 않았을 것이다."
kr,자기 스스로 연구하는 것이 가장 많은 지식을 가져다 준다.
kr,"""제가 현금 인출기 영수증을 갖고 있는데, 시각이 찍혀 있군요."
kr,하지만 할아버지는 그렇게 관대하시지 않았어요.
kr,한 여자가 시간을 알고 싶었지만 시계를 갖고있지 않았다.
kr,우리는 재미있게 보낼거야.
kr,그 부인은 때때로 한 소년을 시켜 스위프트에게 선물을 갖다 주게 했다.
kr,"수컷들이 노래를 많이 한다면, 그것은 수컷들이 먹이를 잡는 데 많은 시간을 들일 필요가 없다는 것을 의미한다."
kr,톰은 고등학교 때 다리를 다쳐서 운동을 그만두어야만 했다.
kr,로빈슨은 아름다운 필체를 갖고 있어서 오늘날 코카콜라 캔이나 병에서 볼 수 있는 것과 같이 그 이름을 썼다.
kr,우리 모두가 그녀를 보고 싶어하며 그녀가 곧 학교로 돌아오기를 바라고 있다고 그녀에게 전해주십시오.
kr,그 당시에는 생활이 매우 개인적이었기 때문에 사람들은 자주 그것에 대하여 농담하였다.
kr,"쾌적한 근로 환경을 유지하기 위해서, 고용주들은 늦게 출근하거나 다른 사람들을 방해하는 것과 같은 행동을 허용할 수가 없다."
kr,의무를 망각하거나 친절에 대해 감사를 표하지 않는 것은 죄악이다.
kr,너의 감정이나 분노를 나타내야 할 때는 침착하게 해라.
kr,"내가 책상에 앉아 있을 때, 예쁜 새 한 마리가 창문을 통해 날아 들어왔다."
kr,낮 시간 동안 이슬람교도 성인들은 먹거나 마시거나 담배를 피울 수 없다.
kr,그러나 시대가 변했다는 것을 저도 압니다.
kr,도와주셔서 감사합니다.
kr,어떤 아이들에게 빨간색이 어울리지 않는다는 사실 외에는 잘못된 것이 없다.
kr,"어머니는 종종 “민호야, 너는 정말 게으른 소년이구나!""라고 말씀하십니다."
kr,그녀는 “엄마가 한시간 전에 쇼핑가셨어.
kr,사람들은 그것을 만져보거나 면밀히 살펴보기 전까지는 그것이 정말로 돌이라고 믿을 것이다.
kr,여기에 세상의 많은 부분을 보아왔고 그의 집으로 작은 시골 마을을 선택한 한 남자의 이야기가 있습니다.
kr,그것은 때때로 색깔이 변한다.
kr,"그러나 나는 점점 쉬워지는 것을 알았다. 즉, 내가 담배를 오래 끊을 수록, 나는 더빨리 달릴 수 있었다."
kr,그때 우리는 성처럼 서있는 석조건물의 숲을 볼 수 있었다.
kr,최신의 유행을 따르지 않는 사람들은 누구라도 구식으로 간주된다.
kr,자전거는 또한 수리하기가 쉽고 돈이 적게 든다.
kr,당신은 아마도 이것이 실제로 더 많은 통증을 유발할 것이라고 생각할 것이다.
kr,예를 들어 북부 유럽인들은 비싼 가죽신을 깨끗하게 유지하기 위해 나무로 된 높은 굽을 착용했다.
kr,그 영화는 지금으로부터 50년 후의 삶이 어떨지를 보여주고 있다.
kr,지구는 위험에 처해 있다.
kr,테드가 2000년 7월에 죽었을 때 그의 가족은 아리조나주에 있는 한 회사에 돈을 지불하여 그의 몸을 냉동시켜 특수 냉동실에 보존하게 했다.
kr,그 아이는 늑대처럼 살았다.
kr,수업 첫날이어서 학생들은 매우 들떠 있었다.
kr,아빠는 차를 운전하고 나는 토요일마다 세차한다.
kr,레슬링을 그만 두었을 때 그는 뮤지컬 연기를 시도했다.
kr,라마단은 또한 코란을 연구하고 가난한 사람들을 돕는 것과 같은 선한 행동을 하는 시기이기도 하다.
kr,"톰 크루즈는 소년이었을 때, 글을 잘 읽지 못했다."
kr,"“직업이 무엇입니까?""라고 그는 물었다."
kr,봄이여! 어서 오라!
kr,"이런 현상이 이루어지는 그때에는, 그들은 수 세기 동안 그들을 묶어 왔던 무지로부터 해방 될 수 있을 것이다."
kr,"그러면 나는 목소리를 높여 “점심 다 됐다구요.""라고 소리를 지른다."
kr,그들은 어미를 여기저기로 따라다니고 어미가 하는 대로 한다.
kr,전세계의 도시들에서 수천 명의 사람들이 교통 사고로 죽거나 다친다.
kr,"당연히 이로 인해 결혼 초의 10년간 쓸 수 있는 수입도 적어진다. 결혼 초의 이 10년이 바로 대부분의별거와 이혼이 발생하는 기간이다."""
kr,대부분의 나라에서 부모들이 남자애 보다 여자애를 더 좋아한다는 것은 명백하다.
kr,샌드포인트 고등학교의 학생들은 휴일을 얻는 특별한 방법이 있다.
kr,매년 농부들과 벌목꾼들은 아마존의 열대 우림 지역을 하와이 섬 넓이만큼 파괴한다.
kr,여러분은 나와 함께 게임을 할 수 있습니다.
kr,이제 그들은 그 음료만큼이나 새롭고 흥미있는 이름을 찾아야 했다.
kr,여기에는 여러 가지 이유가 있다.
kr,저는 전문 스키 선수가 되고 싶습니다.
kr,다이옥신은 인간에 의해 만들어진 가장 위험한 화학물질 중의 하나이다.
kr,네 편지에 대한 답장이 늦어져 매우 미안하구나.
kr,"하지만 아이들이 부모로부터 그들이 필요로 하는 관심을 받게 되면, 그들은 대개 덜 먹게 되고 체중이 줄게 된다."
kr,그분은 당신이 이 토끼들을 받아 주시길 바랍니다.
